Ulasan,Tanggal_Ulasan,Label,lokasi,hasil_ulasan,cleaning,tokenisasi,normalisasi,stopword
"Butuh komitmen semua pihak, wabil khusus desa setempat utk mengembangkan wisata ini. Klo sukses pasti desanya makmur",setahun lalu,Positif,bukit jaddih,"butuh komitmen semua pihak, wabil khusus desa setempat utk mengembangkan wisata ini. klo sukses pasti desanya makmur","butuh komitmen semua pihak, wabil khusus desa setempat utk mengembangkan wisata ini. klo sukses pasti desanya makmur","['butuh', 'komitmen', 'semua', 'pihak', ',', 'wabil', 'khusus', 'desa', 'setempat', 'utk', 'mengembangkan', 'wisata', 'ini', '.', 'klo', 'sukses', 'pasti', 'desanya', 'makmur']","['butuh', 'komitmen', 'semua', 'pihak', ',', 'wabil', 'khusus', 'desa', 'setempat', 'untuk', 'mengembangkan', 'wisata', 'ini', '.', 'kalau', 'sukses', 'pasti', 'desanya', 'makmur']","['butuh', 'komitmen', ',', 'wabil', 'khusus', 'desa', 'mengembangkan', 'wisata', '.', 'sukses', 'desanya', 'makmur']"
panas dan masih ada pungli,4 tahun lalu,Negatif,bukit jaddih,panas dan masih ada pungli,panas dan masih ada pungli,"['panas', 'dan', 'masih', 'ada', 'pungli']","['panas', 'dan', 'masih', 'ada', 'pungli']","['panas', 'pungli']"
Kalau siang hari panasnya poll....di sarankan agak sore atau pagi sekali.....,4 bulan lalu,Negatif,bukit jaddih,kalau siang hari panasnya poll....di sarankan agak sore atau pagi sekali.....,kalau siang hari panasnya poll....di sarankan agak sore atau pagi sekali.....,"['kalau', 'siang', 'hari', 'panasnya', 'poll', '....', 'di', 'sarankan', 'agak', 'sore', 'atau', 'pagi', 'sekali', '.....']","['kalau', 'siang', 'hari', 'panasnya', 'poll', '....', 'di', 'sarankan', 'agak', 'sore', 'atau', 'pagi', 'sekali', '.....']","['siang', 'panasnya', 'poll', '....', 'sarankan', 'sore', 'pagi', '.....']"
"Cukup melelahkan sih bisa ke bukit kapru ini 🥴
Sebab Map nya tidak sesuai dengan titik lokasi Wisata nya.. jadi buat Google agar data map di benerin lagi agar pengunjung baru tidak kesasar  sesuai titik jalan ke tempat wisata nya.. …",2 tahun lalu,Positif,bukit jaddih,"cukup melelahkan sih bisa ke bukit kapru ini 🥴
sebab map nya tidak sesuai dengan titik lokasi wisata nya.. jadi buat google agar data map di benerin lagi agar pengunjung baru tidak kesasar  sesuai titik jalan ke tempat wisata nya.. …",cukup melelahkan sih bisa ke bukit kapru ini ? sebab map nya tidak sesuai dengan titik lokasi wisata nya.. jadi buat google agar data map di benerin lagi agar pengunjung baru tidak kesasar sesuai titik jalan ke tempat wisata nya.. ?,"['cukup', 'melelahkan', 'sih', 'bisa', 'ke', 'bukit', 'kapru', 'ini', '?', 'sebab', 'map', 'nya', 'tidak', 'sesuai', 'dengan', 'titik', 'lokasi', 'wisata', 'nya', '..', 'jadi', 'buat', 'google', 'agar', 'data', 'map', 'di', 'benerin', 'lagi', 'agar', 'pengunjung', 'baru', 'tidak', 'kesasar', 'sesuai', 'titik', 'jalan', 'ke', 'tempat', 'wisata', 'nya', '..', '?']","['cukup', 'melelahkan', 'sih', 'bisa', 'ke', 'bukit', 'kapru', 'ini', '?', 'sebab', 'map', 'nya', 'tidak', 'sesuai', 'dengan', 'titik', 'lokasi', 'wisata', 'nya', '..', 'jadi', 'buat', 'google', 'agar', 'data', 'map', 'di', 'benerin', 'lagi', 'agar', 'pengunjung', 'baru', 'tidak', 'kesasar', 'sesuai', 'titik', 'jalan', 'ke', 'tempat', 'wisata', 'nya', '..', '?']","['melelahkan', 'sih', 'bukit', 'kapru', '?', 'map', 'tidak', 'sesuai', 'titik', 'lokasi', 'wisata', '..', 'google', 'data', 'map', 'benerin', 'pengunjung', 'tidak', 'kesasar', 'sesuai', 'titik', 'jalan', 'wisata', '..', '?']"
 Sayangnya masih terlalu banyak pungli disini. Sebaiknya bawa orang asli madura hehe,3 tahun lalu,Negatif,bukit jaddih, sayangnya masih terlalu banyak pungli disini. sebaiknya bawa orang asli madura hehe,sayangnya masih terlalu banyak pungli disini. sebaiknya bawa orang asli madura hehe,"['sayangnya', 'masih', 'terlalu', 'banyak', 'pungli', 'disini', '.', 'sebaiknya', 'bawa', 'orang', 'asli', 'madura', 'hehe']","['sayangnya', 'masih', 'terlalu', 'banyak', 'pungli', 'disini', '.', 'sebaiknya', 'bawa', 'orang', 'asli', 'madura', 'he']","['sayangnya', 'pungli', '.', 'bawa', 'orang', 'asli', 'madura', 'he']"
Airnya gak sesuai yang biasa biru kemaren coklat,4 tahun lalu,Negatif,bukit jaddih,airnya gak sesuai yang biasa biru kemaren coklat,airnya gak sesuai yang biasa biru kemaren coklat,"['airnya', 'gak', 'sesuai', 'yang', 'biasa', 'biru', 'kemaren', 'coklat']","['airnya', 'tidak', 'sesuai', 'yang', 'biasa', 'biru', 'kemarin', 'coklat']","['airnya', 'tidak', 'sesuai', 'biru', 'kemarin', 'coklat']"
"Tempat penuh kenangan. Karena disinilah ku terakhir kali berkumpul dan berwisata dgn tempat kerja yg lama yaitu SDN Cangkringmalang 2... tempat yg istimewa, kealamiannya masih terjaga, sehingga terlihat indah",2 tahun lalu,Negatif,bukit jaddih,"tempat penuh kenangan. karena disinilah ku terakhir kali berkumpul dan berwisata dgn tempat kerja yg lama yaitu sdn cangkringmalang 2... tempat yg istimewa, kealamiannya masih terjaga, sehingga terlihat indah","tempat penuh kenangan. karena disinilah ku terakhir kali berkumpul dan berwisata dgn tempat kerja yg lama yaitu sdn cangkringmalang ... tempat yg istimewa, kealamiannya masih terjaga, sehingga terlihat indah","['tempat', 'penuh', 'kenangan', '.', 'karena', 'disinilah', 'ku', 'terakhir', 'kali', 'berkumpul', 'dan', 'berwisata', 'dgn', 'tempat', 'kerja', 'yg', 'lama', 'yaitu', 'sdn', 'cangkringmalang', '...', 'tempat', 'yg', 'istimewa', ',', 'kealamiannya', 'masih', 'terjaga', ',', 'sehingga', 'terlihat', 'indah']","['tempat', 'penuh', 'kenangan', '.', 'karena', 'disinilah', 'ku', 'terakhir', 'kali', 'berkumpul', 'dan', 'berwisata', 'dengan', 'tempat', 'kerja', 'yang', 'lama', 'yaitu', 'sdn', 'cangkringmalang', '...', 'tempat', 'yang', 'istimewa', ',', 'kealamiannya', 'masih', 'terjaga', ',', 'sehingga', 'terlihat', 'indah']","['penuh', 'kenangan', '.', 'ku', 'kali', 'berkumpul', 'berwisata', 'kerja', 'sdn', 'cangkringmalang', '...', 'istimewa', ',', 'kealamiannya', 'terjaga', ',', 'indah']"
"Menurutku sih tempatnya bagus ya, cuman cuacanya aja yg panas. Kalo untuk tiket masuk dan  parkir kayaknya beda. Tapi yang pengen kesini boleh banget, jaraknya juga lumayan sih dari jalan raya ke tempat ini.",4 tahun lalu,Negatif,bukit jaddih,"menurutku sih tempatnya bagus ya, cuman cuacanya aja yg panas. kalo untuk tiket masuk dan  parkir kayaknya beda. tapi yang pengen kesini boleh banget, jaraknya juga lumayan sih dari jalan raya ke tempat ini.","menurutku sih tempatnya bagus ya, cuman cuacanya aja yg panas. kalo untuk tiket masuk dan parkir kayaknya beda. tapi yang pengen kesini boleh banget, jaraknya juga lumayan sih dari jalan raya ke tempat ini.","['menurutku', 'sih', 'tempatnya', 'bagus', 'ya', ',', 'cuman', 'cuacanya', 'aja', 'yg', 'panas', '.', 'kalo', 'untuk', 'tiket', 'masuk', 'dan', 'parkir', 'kayaknya', 'beda', '.', 'tapi', 'yang', 'pengen', 'kesini', 'boleh', 'banget', ',', 'jaraknya', 'juga', 'lumayan', 'sih', 'dari', 'jalan', 'raya', 'ke', 'tempat', 'ini', '.']","['menurutku', 'sih', 'tempatnya', 'bagus', 'iya', ',', 'Cuma', 'cuacanya', 'saja', 'yang', 'panas', '.', 'kalau', 'untuk', 'tiket', 'masuk', 'dan', 'parkir', 'kayaknya', 'beda', '.', 'tapi', 'yang', 'ingin', 'kesini', 'boleh', 'banget', ',', 'jaraknya', 'juga', 'lumayan', 'sih', 'dari', 'jalan', 'raya', 'ke', 'tempat', 'ini', '.']","['menurutku', 'sih', 'tempatnya', 'bagus', 'iya', ',', 'Cuma', 'cuacanya', 'panas', '.', 'tiket', 'masuk', 'parkir', 'kayaknya', 'beda', '.', 'tapi', 'kesini', 'banget', ',', 'jaraknya', 'lumayan', 'sih', 'jalan', 'raya', '.']"
Sepertinya sekarang tdk ada pengelolaan.. Jd kotor kurang perawatan,setahun lalu,Negatif,bukit jaddih,sepertinya sekarang tdk ada pengelolaan.. jd kotor kurang perawatan,sepertinya sekarang tdk ada pengelolaan.. jd kotor kurang perawatan,"['sepertinya', 'sekarang', 'tdk', 'ada', 'pengelolaan', '..', 'jd', 'kotor', 'kurang', 'perawatan']","['sepertinya', 'sekarang', 'tidak', 'ada', 'pengelolaan', '..', 'jadi', 'kotor', 'kurang', 'perawatan']","['tidak', 'pengelolaan', '..', 'kotor', 'perawatan']"
"Tempat alami, bagus, tapi sayang setiap bergerak bayar, geser sedikit bayar, keamanan menuju tempat sangat rawan daerah kampung narkoba dan begal.",4 tahun lalu,Negatif,bukit jaddih,"tempat alami, bagus, tapi sayang setiap bergerak bayar, geser sedikit bayar, keamanan menuju tempat sangat rawan daerah kampung narkoba dan begal.","tempat alami, bagus, tapi sayang setiap bergerak bayar, geser sedikit bayar, keamanan menuju tempat sangat rawan daerah kampung narkoba dan begal.","['tempat', 'alami', ',', 'bagus', ',', 'tapi', 'sayang', 'setiap', 'bergerak', 'bayar', ',', 'geser', 'sedikit', 'bayar', ',', 'keamanan', 'menuju', 'tempat', 'sangat', 'rawan', 'daerah', 'kampung', 'narkoba', 'dan', 'begal', '.']","['tempat', 'alami', ',', 'bagus', ',', 'tapi', 'sayang', 'setiap', 'bergerak', 'bayar', ',', 'geser', 'sedikit', 'bayar', ',', 'keamanan', 'menuju', 'tempat', 'sangat', 'rawan', 'daerah', 'kampung', 'narkotika, psikotropika, dan obat terlarang', 'dan', 'begal', '.']","['alami', ',', 'bagus', ',', 'tapi', 'sayang', 'bergerak', 'bayar', ',', 'geser', 'bayar', ',', 'keamanan', 'sangat', 'rawan', 'daerah', 'kampung', 'narkotika, psikotropika, dan obat terlarang', 'begal', '.']"
"Tempatnya bagus. Model wisata alam. Tp sayang, sy datang pas musim kemarau. Debunya luar biasa. Siap-siap kaca mata dan masker. Disisi yg lain masih ada aktivitas penambangan. Debu muncul jg dari lalu lalang truk penambangan ini. Kl boleh kasih saran, penambangan diliburkan saat hari libur",setahun lalu,Positif,bukit jaddih,"tempatnya bagus. model wisata alam. tp sayang, sy datang pas musim kemarau. debunya luar biasa. siap-siap kaca mata dan masker. disisi yg lain masih ada aktivitas penambangan. debu muncul jg dari lalu lalang truk penambangan ini. kl boleh kasih saran, penambangan diliburkan saat hari libur","tempatnya bagus. model wisata alam. tp sayang, sy datang pas musim kemarau. debunya luar biasa. siap-siap kaca mata dan masker. disisi yg lain masih ada aktivitas penambangan. debu muncul jg dari lalu lalang truk penambangan ini. kl boleh kasih saran, penambangan diliburkan saat hari libur","['tempatnya', 'bagus', '.', 'model', 'wisata', 'alam', '.', 'tp', 'sayang', ',', 'sy', 'datang', 'pas', 'musim', 'kemarau', '.', 'debunya', 'luar', 'biasa', '.', 'siap-siap', 'kaca', 'mata', 'dan', 'masker', '.', 'disisi', 'yg', 'lain', 'masih', 'ada', 'aktivitas', 'penambangan', '.', 'debu', 'muncul', 'jg', 'dari', 'lalu', 'lalang', 'truk', 'penambangan', 'ini', '.', 'kl', 'boleh', 'kasih', 'saran', ',', 'penambangan', 'diliburkan', 'saat', 'hari', 'libur']","['tempatnya', 'bagus', '.', 'model', 'wisata', 'alam', '.', 'tapi', 'sayang', ',', 'saya', 'datang', 'pas', 'musim', 'kemarau', '.', 'debunya', 'luar', 'biasa', '.', 'siap-siap', 'kaca', 'mata', 'dan', 'masker', '.', 'disisi', 'yang', 'lain', 'masih', 'ada', 'aktivitas', 'penambangan', '.', 'debu', 'muncul', 'juga', 'dari', 'lalu', 'lalang', 'truk', 'penambangan', 'ini', '.', 'kalau', 'boleh', 'kasih', 'saran', ',', 'penambangan', 'diliburkan', 'saat', 'hari', 'libur']","['tempatnya', 'bagus', '.', 'model', 'wisata', 'alam', '.', 'tapi', 'sayang', ',', 'pas', 'musim', 'kemarau', '.', 'debunya', '.', 'siap-siap', 'kaca', 'mata', 'masker', '.', 'disisi', 'aktivitas', 'penambangan', '.', 'debu', 'muncul', 'lalang', 'truk', 'penambangan', '.', 'kasih', 'saran', ',', 'penambangan', 'diliburkan', 'libur']"
Memang untuk hunting foto. Bagus spot nya,3 bulan lalu,Negatif,bukit jaddih,memang untuk hunting foto. bagus spot nya,memang untuk hunting foto. bagus spot nya,"['memang', 'untuk', 'hunting', 'foto', '.', 'bagus', 'spot', 'nya']","['memang', 'untuk', 'hunting', 'foto', '.', 'bagus', 'spot', 'nya']","['hunting', 'foto', '.', 'bagus', 'spot']"
"pemandangannya bagus, jalanannya mantap. masuknya murah.",4 tahun lalu,Negatif,bukit jaddih,"pemandangannya bagus, jalanannya mantap. masuknya murah.","pemandangannya bagus, jalanannya mantap. masuknya murah.","['pemandangannya', 'bagus', ',', 'jalanannya', 'mantap', '.', 'masuknya', 'murah', '.']","['pemandangannya', 'bagus', ',', 'jalanannya', 'mantap', '.', 'masuknya', 'murah', '.']","['pemandangannya', 'bagus', ',', 'jalanannya', 'mantap', '.', 'masuknya', 'murah', '.']"
Objek wisata yg sangat sangat tidak terawat sekarang sdh tak sebagus dlu dn juga sepi pengunjung meskipun itu weekend pungli juga banyak disana tolong di berantas oknum² nakal yg mencari keuntungan disana..,4 tahun lalu,Positif,bukit jaddih,objek wisata yg sangat sangat tidak terawat sekarang sdh tak sebagus dlu dn juga sepi pengunjung meskipun itu weekend pungli juga banyak disana tolong di berantas oknum² nakal yg mencari keuntungan disana..,objek wisata yg sangat sangat tidak terawat sekarang sdh tak sebagus dlu dn juga sepi pengunjung meskipun itu weekend pungli juga banyak disana tolong di berantas oknum? nakal yg mencari keuntungan disana..,"['objek', 'wisata', 'yg', 'sangat', 'sangat', 'tidak', 'terawat', 'sekarang', 'sdh', 'tak', 'sebagus', 'dlu', 'dn', 'juga', 'sepi', 'pengunjung', 'meskipun', 'itu', 'weekend', 'pungli', 'juga', 'banyak', 'disana', 'tolong', 'di', 'berantas', 'oknum', '?', 'nakal', 'yg', 'mencari', 'keuntungan', 'disana', '..']","['objek', 'wisata', 'yang', 'sangat', 'sangat', 'tidak', 'terawat', 'sekarang', 'sudah', 'tidak', 'sebagus', 'dulu', 'dn', 'juga', 'sepi', 'pengunjung', 'meskipun', 'itu', 'weekend', 'pungli', 'juga', 'banyak', 'disana', 'tolong', 'di', 'berantas', 'oknum', '?', 'nakal', 'yang', 'mencari', 'keuntungan', 'disana', '..']","['objek', 'wisata', 'sangat', 'sangat', 'tidak', 'terawat', 'tidak', 'sebagus', 'dn', 'sepi', 'pengunjung', 'weekend', 'pungli', 'disana', 'tolong', 'berantas', 'oknum', '?', 'nakal', 'mencari', 'keuntungan', 'disana', '..']"
"Pungliiiiiii......
Lumayan sii banyak pungli...
Tempatnya ya udah bareng tuh sama truk2 ambil batu2, jalannya rusak, banyak …",6 bulan lalu,Positif,bukit jaddih,"pungliiiiiii......
lumayan sii banyak pungli...
tempatnya ya udah bareng tuh sama truk2 ambil batu2, jalannya rusak, banyak …","pungliiiiiii...... lumayan sii banyak pungli... tempatnya ya udah bareng tuh sama truk ambil batu, jalannya rusak, banyak ?","['pungliiiiiii', '......', 'lumayan', 'sii', 'banyak', 'pungli', '...', 'tempatnya', 'ya', 'udah', 'bareng', 'tuh', 'sama', 'truk', 'ambil', 'batu', ',', 'jalannya', 'rusak', ',', 'banyak', '?']","['pungliiiiiii', '......', 'lumayan', 'sii', 'banyak', 'pungli', '...', 'tempatnya', 'iya', 'sudah', 'bareng', 'itu', 'sama', 'truk', 'ambil', 'batu', ',', 'jalannya', 'rusak', ',', 'banyak', '?']","['pungliiiiiii', '......', 'lumayan', 'sii', 'pungli', '...', 'tempatnya', 'iya', 'bareng', 'truk', 'ambil', 'batu', ',', 'jalannya', 'rusak', ',', '?']"
"Panas bgt, kurang terawat ya emang buat penambangan ya",4 tahun lalu,Negatif,bukit jaddih,"panas bgt, kurang terawat ya emang buat penambangan ya","panas bgt, kurang terawat ya emang buat penambangan ya","['panas', 'bgt', ',', 'kurang', 'terawat', 'ya', 'emang', 'buat', 'penambangan', 'ya']","['panas', 'banget', ',', 'kurang', 'terawat', 'iya', 'memang', 'buat', 'penambangan', 'iya']","['panas', 'banget', ',', 'terawat', 'iya', 'penambangan', 'iya']"
"Tempat ini merupakan wisata alam dengan utamanya adalah menonjolkan Tebing Putih dari kapur dan pahatan yg unik pada tebingnya, seperti tebing breksi di Yogya dan seperti taman sari di Yogya",7 bulan lalu,Negatif,bukit jaddih,"tempat ini merupakan wisata alam dengan utamanya adalah menonjolkan tebing putih dari kapur dan pahatan yg unik pada tebingnya, seperti tebing breksi di yogya dan seperti taman sari di yogya","tempat ini merupakan wisata alam dengan utamanya adalah menonjolkan tebing putih dari kapur dan pahatan yg unik pada tebingnya, seperti tebing breksi di yogya dan seperti taman sari di yogya","['tempat', 'ini', 'merupakan', 'wisata', 'alam', 'dengan', 'utamanya', 'adalah', 'menonjolkan', 'tebing', 'putih', 'dari', 'kapur', 'dan', 'pahatan', 'yg', 'unik', 'pada', 'tebingnya', ',', 'seperti', 'tebing', 'breksi', 'di', 'yogya', 'dan', 'seperti', 'taman', 'sari', 'di', 'yogya']","['tempat', 'ini', 'merupakan', 'wisata', 'alam', 'dengan', 'utamanya', 'adalah', 'menonjolkan', 'tebing', 'putih', 'dari', 'kapur', 'dan', 'pahatan', 'yang', 'unik', 'pada', 'tebingnya', ',', 'seperti', 'tebing', 'breksi', 'di', 'yogya', 'dan', 'seperti', 'taman', 'sari', 'di', 'yogya']","['wisata', 'alam', 'utamanya', 'menonjolkan', 'tebing', 'putih', 'kapur', 'pahatan', 'unik', 'tebingnya', ',', 'tebing', 'breksi', 'yogya', 'taman', 'sari', 'yogya']"
"Buatan manusia,sisa sisa pertambangan yg masih aktif,tetapi panoramanya exotis👍👍👍 …",8 bulan lalu,Negatif,bukit jaddih,"buatan manusia,sisa sisa pertambangan yg masih aktif,tetapi panoramanya exotis👍👍👍 …","buatan manusia,sisa sisa pertambangan yg masih aktif,tetapi panoramanya exotis??? ?","['buatan', 'manusia', ',', 'sisa', 'sisa', 'pertambangan', 'yg', 'masih', 'aktif', ',', 'tetapi', 'panoramanya', 'exotis', '?', '?', '?', '?']","['buatan', 'manusia', ',', 'sisa', 'sisa', 'pertambangan', 'yang', 'masih', 'aktif', ',', 'tetapi', 'panoramanya', 'exotis', '?', '?', '?', '?']","['buatan', 'manusia', ',', 'sisa', 'sisa', 'pertambangan', 'aktif', ',', 'panoramanya', 'exotis', '?', '?', '?', '?']"
Kalau musim kemarau harus mikir dulu..buat ke sana.   .panas sama debunya yg gak kuat.....,setahun lalu,Negatif,bukit jaddih,kalau musim kemarau harus mikir dulu..buat ke sana.   .panas sama debunya yg gak kuat.....,kalau musim kemarau harus mikir dulu..buat ke sana. .panas sama debunya yg gak kuat.....,"['kalau', 'musim', 'kemarau', 'harus', 'mikir', 'dulu', '..', 'buat', 'ke', 'sana', '.', '.panas', 'sama', 'debunya', 'yg', 'gak', 'kuat', '.....']","['kalau', 'musim', 'kemarau', 'harus', 'mikir', 'dulu', '..', 'buat', 'ke', 'sana', '.', '.panas', 'sama', 'debunya', 'yang', 'tidak', 'kuat', '.....']","['musim', 'kemarau', 'mikir', '..', '.', '.panas', 'debunya', 'tidak', 'kuat', '.....']"
"Bukit Kapur Jaddih atau lebih dikenal dengan nama Bukit Jaddih adalah sebuah tempat untuk penambangan batu kapur putih dan bukan tempat wisata tetapi saat ini banyak wisatawan yang berkunjung ke lokasi tersebut, dikarenakan pemandangannya …",3 tahun lalu,Positif,bukit jaddih,"bukit kapur jaddih atau lebih dikenal dengan nama bukit jaddih adalah sebuah tempat untuk penambangan batu kapur putih dan bukan tempat wisata tetapi saat ini banyak wisatawan yang berkunjung ke lokasi tersebut, dikarenakan pemandangannya …","bukit kapur jaddih atau lebih dikenal dengan nama?bukit?jaddih adalah sebuah tempat untuk penambangan batu kapur putih dan bukan tempat wisata tetapi saat ini banyak wisatawan yang berkunjung ke lokasi tersebut, dikarenakan pemandangannya ?","['bukit', 'kapur', 'jaddih', 'atau', 'lebih', 'dikenal', 'dengan', 'nama', '?', 'bukit', '?', 'jaddih', 'adalah', 'sebuah', 'tempat', 'untuk', 'penambangan', 'batu', 'kapur', 'putih', 'dan', 'bukan', 'tempat', 'wisata', 'tetapi', 'saat', 'ini', 'banyak', 'wisatawan', 'yang', 'berkunjung', 'ke', 'lokasi', 'tersebut', ',', 'dikarenakan', 'pemandangannya', '?']","['bukit', 'kapur', 'jaddih', 'atau', 'lebih', 'dikenal', 'dengan', 'nama', '?', 'bukit', '?', 'jaddih', 'adalah', 'sebuah', 'tempat', 'untuk', 'penambangan', 'batu', 'kapur', 'putih', 'dan', 'bukan', 'tempat', 'wisata', 'tetapi', 'saat', 'ini', 'banyak', 'wisatawan', 'yang', 'berkunjung', 'ke', 'lokasi', 'tersebut', ',', 'dikarenakan', 'pemandangannya', '?']","['bukit', 'kapur', 'jaddih', 'dikenal', 'nama', '?', 'bukit', '?', 'jaddih', 'penambangan', 'batu', 'kapur', 'putih', 'wisata', 'wisatawan', 'berkunjung', 'lokasi', ',', 'pemandangannya', '?']"
Kotor...panas..sekedar memenuhi hasrat penasaran aja,4 tahun lalu,Negatif,bukit jaddih,kotor...panas..sekedar memenuhi hasrat penasaran aja,kotor...panas..sekedar memenuhi hasrat penasaran aja,"['kotor', '...', 'panas', '..', 'sekedar', 'memenuhi', 'hasrat', 'penasaran', 'aja']","['kotor', '...', 'panas', '..', 'sekedar', 'memenuhi', 'hasrat', 'penasaran', 'saja']","['kotor', '...', 'panas', '..', 'sekedar', 'memenuhi', 'hasrat', 'penasaran']"
